1s+PRES+kuacha	I leave	ninaacha
3p+PERF+kuanza	they have started	wameanza
NEG+3p+PRES+kuanza	they do not start	hawaanzi
NEG+3p+PAST+kuanza	they did not start	hawakuanza
NEG+3p+FUT+kuanza	they will not start	hawataanza
NEG+3p+PERF+kuanza	they have not started	hawajaanza
2s+IMP+kuanza	start	anza
2p+IMP+kuanza	start	anzeni
1s+PRES+kubadilishana	I exchange	ninabadilishana
1s+PAST+kubadilishana	I exchanged	nilibadilishana
1s+FUT+kubadilishana	I will exchange	nitabadilishana
1s+PERF+kubadilishana	I have exchanged	nimebadilishana
NEG+1s+PRES+kubadilishana	I do not exchange	sibadilishani
NEG+1s+PAST+kubadilishana	I did not exchange	sikubadilishana
NEG+1s+FUT+kubadilishana	I will not exchange	sitabadilishana
NEG+1s+PERF+kubadilishana	I have not exchanged	sijabadilishana
1p+PRES+kubadilishana	we exchange	tunabadilishana
1p+PAST+kubadilishana	we exchanged	tulibadilishana
1p+FUT+kubadilishana	we will exchange	tutabadilishana
1p+PERF+kubadilishana	we have exchanged	tumebadilishana
NEG+1p+PRES+kubadilishana	we do not exchange	hatubadilishani
NEG+1p+PAST+kubadilishana	we did not exchange	hatukubadilishana
NEG+1p+FUT+kubadilishana	we will not exchange	hatutabadilishana
NEG+1p+PERF+kubadilishana	we have not exchanged	hatujabadilishana
2s+PRES+kubadilishana	you exchange	unabadilishana
2s+PAST+kubadilishana	you exchanged	ulibadilishana
2s+FUT+kubadilishana	you will exchange	utabadilishana
2s+PERF+kubadilishana	you have exchanged	umebadilishana
NEG+2s+PRES+kubadilishana	you do not exchange	hubadilishani
NEG+2s+PAST+kubadilishana	you did not exchange	hukubadilishana
NEG+2s+FUT+kubadilishana	you will not exchange	hutabadilishana
NEG+2s+PERF+kubadilishana	you have not exchanged	hujabadilishana
2p+PRES+kubadilishana	you exchange	mnabadilishana
2p+PAST+kubadilishana	you exchanged	mlibadilishana
2p+FUT+kubadilishana	you will exchange	mtabadilishana
2p+PERF+kubadilishana	you have exchanged	mmebadilishana
NEG+2p+PRES+kubadilishana	you do not exchange	hambadilishani
NEG+2p+PAST+kubadilishana	you did not exchange	hamkubadilishana
NEG+2p+FUT+kubadilishana	you will not exchange	hamtabadilishana
NEG+2p+PERF+kubadilishana	you have not exchanged	hamjabadilishana
3s+PRES+kubadilishana	(s)he exchanges	anabadilishana
3s+PAST+kubadilishana	(s)he exchanged	alibadilishana
3s+FUT+kubadilishana	(s)he will exchange	atabadilishana
3s+PERF+kubadilishana	(s)he has exchanged	amebadilishana
NEG+3s+PRES+kubadilishana	(s)he does not exchange	habadilishani
NEG+3s+PAST+kubadilishana	(s)he did not exchange	hakubadilishana
NEG+3s+FUT+kubadilishana	(s)he will not exchange	hatabadilishana
NEG+3s+PERF+kubadilishana	(s)he has not exchanged	hajabadilishana
3p+PRES+kubadilishana	they exchange	wanabadilishana
3p+PAST+kubadilishana	they exchanged	walibadilishana
3p+FUT+kubadilishana	they will exchange	watabadilishana
3p+PERF+kubadilishana	they have exchanged	wamebadilishana
NEG+3p+PRES+kubadilishana	they do not exchange	hawabadilishani
NEG+3p+PAST+kubadilishana	they did not exchange	hawakubadilishana
NEG+3p+FUT+kubadilishana	they will not exchange	hawatabadilishana
NEG+3p+PERF+kubadilishana	they have not exchanged	hawajabadilishana
2s+IMP+kubadilishana	exchange	badilishana
2p+IMP+kubadilishana	exchange	badilishaneni
1s+PRES+kubeba	I carry	ninabeba
1s+PAST+kubeba	I carried	nilibeba
1s+FUT+kubeba	I will carry	nitabeba
1s+PERF+kubeba	I have carried	nimebeba
NEG+1s+PRES+kubeba	I do not carry	sibebi
NEG+1s+PAST+kubeba	I did not carry	sikubeba
NEG+1s+FUT+kubeba	I will not carry	sitabeba
NEG+1s+PERF+kubeba	I have not carried	sijabeba
1p+PRES+kubeba	we carry	tunabeba
1p+PAST+kubeba	we carried	tulibeba
1p+FUT+kubeba	we will carry	tutabeba
1p+PERF+kubeba	we have carried	tumebeba
NEG+1p+PRES+kubeba	we do not carry	hatubebi
NEG+1p+PAST+kubeba	we did not carry	hatukubeba
NEG+1p+FUT+kubeba	we will not carry	hatutabeba
NEG+1p+PERF+kubeba	we have not carried	hatujabeba
2s+PRES+kubeba	you carry	unabeba
2s+PAST+kubeba	you carried	ulibeba
2s+FUT+kubeba	you will carry	utabeba
2s+PERF+kubeba	you have carried	umebeba
NEG+2s+PRES+kubeba	you do not carry	hubebi
NEG+2s+PAST+kubeba	you did not carry	hukubeba
NEG+2s+FUT+kubeba	you will not carry	hutabeba
NEG+2s+PERF+kubeba	you have not carried	hujabeba
2p+PRES+kubeba	you carry	mnabeba
2p+PAST+kubeba	you carried	mlibeba
2p+FUT+kubeba	you will carry	mtabeba
2p+PERF+kubeba	you have carried	mmebeba
NEG+2p+PRES+kubeba	you do not carry	hambebi
NEG+2p+PAST+kubeba	you did not carry	hamkubeba
NEG+2p+FUT+kubeba	you will not carry	hamtabeba
NEG+2p+PERF+kubeba	you have not carried	hamjabeba
3s+PRES+kubeba	(s)he carries	anabeba
3s+PAST+kubeba	(s)he carried	alibeba
3s+FUT+kubeba	(s)he will carry	atabeba
3s+PERF+kubeba	(s)he has carried	amebeba
NEG+3s+PRES+kubeba	(s)he does not carry	habebi
NEG+3s+PAST+kubeba	(s)he did not carry	hakubeba
NEG+3s+FUT+kubeba	(s)he will not carry	hatabeba
NEG+3s+PERF+kubeba	(s)he has not carried	hajabeba
3p+PRES+kubeba	they carry	wanabeba
3p+PAST+kubeba	they carried	walibeba
3p+FUT+kubeba	they will carry	watabeba
3p+PERF+kubeba	they have carried	wamebeba
NEG+3p+PRES+kubeba	they do not carry	hawabebi
NEG+3p+PAST+kubeba	they did not carry	hawakubeba
NEG+3p+FUT+kubeba	they will not carry	hawatabeba
NEG+3p+PERF+kubeba	they have not carried	hawajabeba
2s+IMP+kubeba	carry	beba
2p+IMP+kubeba	carry	bebeni
1s+PRES+kubisha	I disagree	ninabisha
1s+PAST+kubisha	I disagreed	nilibisha
1s+FUT+kubisha	I will disagree	nitabisha
1s+PERF+kubisha	I have disagreed	nimebisha
NEG+1s+PRES+kubisha	I do not disagree	sibishi
NEG+1s+PAST+kubisha	I did not disagree	sikubisha
NEG+1s+FUT+kubisha	I will not disagree	sitabisha
NEG+1s+PERF+kubisha	I have not disagreed	sijabisha
1p+PRES+kubisha	we disagree	tunabisha
1p+PAST+kubisha	we disagreed	tulibisha
1p+FUT+kubisha	we will disagree	tutabisha
1p+PERF+kubisha	we have disagreed	tumebisha
NEG+1p+PRES+kubisha	we do not disagree	hatubishi
NEG+1p+PAST+kubisha	we did not disagree	hatukubisha
NEG+1p+FUT+kubisha	we will not disagree	hatutabisha
NEG+1p+PERF+kubisha	we have not disagreed	hatujabisha
2s+PRES+kubisha	you disagree	unabisha
2s+PAST+kubisha	you disagreed	ulibisha
2s+FUT+kubisha	you will disagree	utabisha
2s+PERF+kubisha	you have disagreed	umebisha
NEG+2s+PRES+kubisha	you do not disagree	hubishi
NEG+2s+PAST+kubisha	you did not disagree	hukubisha
NEG+2s+FUT+kubisha	you will not disagree	hutabisha
NEG+2s+PERF+kubisha	you have not disagreed	hujabisha
2p+PRES+kubisha	you disagree	mnabisha
2p+PAST+kubisha	you disagreed	mlibisha
2p+FUT+kubisha	you will disagree	mtabisha
2p+PERF+kubisha	you have disagreed	mmebisha
NEG+2p+PRES+kubisha	you do not disagree	hambishi
NEG+2p+PAST+kubisha	you did not disagree	hamkubisha
NEG+2p+FUT+kubisha	you will not disagree	hamtabisha
NEG+2p+PERF+kubisha	you have not disagreed	hamjabisha
3s+PRES+kubisha	(s)he disagrees	anabisha
3s+PAST+kubisha	(s)he disagreed	alibisha
3s+FUT+kubisha	(s)he will disagree	atabisha
3s+PERF+kubisha	(s)he has disagreed	amebisha
NEG+3s+PRES+kubisha	(s)he does not disagree	habishi
NEG+3s+PAST+kubisha	(s)he did not disagree	hakubisha
NEG+3s+FUT+kubisha	(s)he will not disagree	hatabisha
NEG+3s+PERF+kubisha	(s)he has not disagreed	hajabisha
3p+PRES+kubisha	they disagree	wanabisha
3p+PAST+kubisha	they disagreed	walibisha
3p+FUT+kubisha	they will disagree	watabisha
3p+PERF+kubisha	they have disagreed	wamebisha
NEG+3p+PRES+kubisha	they do not disagree	hawabishi
NEG+3p+PAST+kubisha	they did not disagree	hawakubisha
NEG+3p+FUT+kubisha	they will not disagree	hawatabisha
NEG+3p+PERF+kubisha	they have not disagreed	hawajabisha
2s+IMP+kubisha	disagree	bisha
2p+IMP+kubisha	disagree	bisheni
1s+PRES+kuchagua	I choose	ninachagua
1s+PAST+kuchagua	I chose	nilichagua
1s+FUT+kuchagua	I will choose	nitachagua
1s+PERF+kuchagua	I have chosen	nimechagua
NEG+1s+PRES+kuchagua	I do not choose	sichagui
NEG+1s+PAST+kuchagua	I did not choose	sikuchagua
NEG+1s+FUT+kuchagua	I will not choose	sitachagua
NEG+1s+PERF+kuchagua	I have not chosen	sijachagua
1p+PRES+kuchagua	we choose	tunachagua
1p+PAST+kuchagua	we chose	tulichagua
1p+FUT+kuchagua	we will choose	tutachagua
1p+PERF+kuchagua	we have chosen	tumechagua
NEG+1p+PRES+kuchagua	we do not choose	hatuchagui
NEG+1p+PAST+kuchagua	we did not choose	hatukuchagua
NEG+1p+FUT+kuchagua	we will not choose	hatutachagua
NEG+1p+PERF+kuchagua	we have not chosen	hatujachagua
2s+PRES+kuchagua	you choose	unachagua
2s+PAST+kuchagua	you chose	ulichagua
2s+FUT+kuchagua	you will choose	utachagua
2s+PERF+kuchagua	you have chosen	umechagua
NEG+2s+PRES+kuchagua	you do not choose	huchagui
NEG+2s+PAST+kuchagua	you did not choose	hukuchagua
NEG+2s+FUT+kuchagua	you will not choose	hutachagua
NEG+2s+PERF+kuchagua	you have not chosen	hujachagua
2p+PRES+kuchagua	you choose	mnachagua
2p+PAST+kuchagua	you chose	mlichagua
2p+FUT+kuchagua	you will choose	mtachagua
2p+PERF+kuchagua	you have chosen	mmechagua
NEG+2p+PRES+kuchagua	you do not choose	hamchagui
NEG+2p+PAST+kuchagua	you did not choose	hamkuchagua
NEG+2p+FUT+kuchagua	you will not choose	hamtachagua
NEG+2p+PERF+kuchagua	you have not chosen	hamjachagua
3s+PRES+kuchagua	(s)he chooses	anachagua
3s+PAST+kuchagua	(s)he chose	alichagua
3s+FUT+kuchagua	(s)he will choose	atachagua
3s+PERF+kuchagua	(s)he has chosen	amechagua
NEG+3s+PRES+kuchagua	(s)he does not choose	hachagui
NEG+3s+PAST+kuchagua	(s)he did not choose	hakuchagua
NEG+3s+FUT+kuchagua	(s)he will not choose	hatachagua
NEG+3s+PERF+kuchagua	(s)he has not chosen	hajachagua
3p+PRES+kuchagua	they choose	wanachagua
3p+PAST+kuchagua	they chose	walichagua
3p+FUT+kuchagua	they will choose	watachagua
3p+PERF+kuchagua	they have chosen	wamechagua
NEG+3p+PRES+kuchagua	they do not choose	hawachagui
NEG+3p+PAST+kuchagua	they did not choose	hawakuchagua
NEG+3p+FUT+kuchagua	they will not choose	hawatachagua
NEG+3p+PERF+kuchagua	they have not chosen	hawajachagua
2s+IMP+kuchagua	choose	chagua
2p+IMP+kuchagua	choose	chagueni
1s+PRES+kuchanganya	I mix	ninachanganya
1s+PAST+kuchanganya	I mixed	nilichanganya
1s+FUT+kuchanganya	I will mix	nitachanganya
1s+PERF+kuchanganya	I have mixed	nimechanganya
NEG+1s+PRES+kuchanganya	I do not mix	sichanganyi
NEG+1s+PAST+kuchanganya	I did not mix	sikuchanganya
NEG+1s+FUT+kuchanganya	I will not mix	sitachanganya
NEG+1s+PERF+kuchanganya	I have not mixed	sijachanganya
1p+PRES+kuchanganya	we mix	tunachanganya
1p+PAST+kuchanganya	we mixed	tulichanganya
1p+FUT+kuchanganya	we will mix	tutachanganya
1p+PERF+kuchanganya	we have mixed	tumechanganya
NEG+1p+PRES+kuchanganya	we do not mix	hatuchanganyi
NEG+1p+PAST+kuchanganya	we did not mix	hatukuchanganya
NEG+1p+FUT+kuchanganya	we will not mix	hatutachanganya
NEG+1p+PERF+kuchanganya	we have not mixed	hatujachanganya
2s+PRES+kuchanganya	you mix	unachanganya
2s+PAST+kuchanganya	you mixed	ulichanganya
2s+FUT+kuchanganya	you will mix	utachanganya
2s+PERF+kuchanganya	you have mixed	umechanganya
NEG+2s+PRES+kuchanganya	you do not mix	huchanganyi
NEG+2s+PAST+kuchanganya	you did not mix	hukuchanganya
NEG+2s+FUT+kuchanganya	you will not mix	hutachanganya
NEG+2s+PERF+kuchanganya	you have not mixed	hujachanganya
2p+PRES+kuchanganya	you mix	mnachanganya
2p+PAST+kuchanganya	you mixed	mlichanganya
2p+FUT+kuchanganya	you will mix	mtachanganya
2p+PERF+kuchanganya	you have mixed	mmechanganya
NEG+2p+PRES+kuchanganya	you do not mix	hamchanganyi
NEG+2p+PAST+kuchanganya	you did not mix	hamkuchanganya
NEG+2p+FUT+kuchanganya	you will not mix	hamtachanganya
NEG+2p+PERF+kuchanganya	you have not mixed	hamjachanganya
3s+PRES+kuchanganya	(s)he mixes	anachanganya
3s+PAST+kuchanganya	(s)he mixed	alichanganya
3s+FUT+kuchanganya	(s)he will mix	atachanganya
3s+PERF+kuchanganya	(s)he has mixed	amechanganya
NEG+3s+PRES+kuchanganya	(s)he does not mix	hachanganyi
NEG+3s+PAST+kuchanganya	(s)he did not mix	hakuchanganya
NEG+3s+FUT+kuchanganya	(s)he will not mix	hatachanganya
NEG+3s+PERF+kuchanganya	(s)he has not mixed	hajachanganya
3p+PRES+kuchanganya	they mix	wanachanganya
3p+PAST+kuchanganya	they mixed	walichanganya
3p+FUT+kuchanganya	they will mix	watachanganya
3p+PERF+kuchanganya	they have mixed	wamechanganya
NEG+3p+PRES+kuchanganya	they do not mix	hawachanganyi
NEG+3p+PAST+kuchanganya	they did not mix	hawakuchanganya
NEG+3p+FUT+kuchanganya	they will not mix	hawatachanganya
NEG+3p+PERF+kuchanganya	they have not mixed	hawajachanganya
2s+IMP+kuchanganya	mix	changanya
2p+IMP+kuchanganya	mix	changanyeni
1s+PRES+kucheka	I laugh	ninacheka
1s+PAST+kucheka	I laughed	nilicheka
1s+FUT+kucheka	I will laugh	nitacheka
1s+PERF+kucheka	I have laughed	nimecheka
NEG+1s+PRES+kucheka	I do not laugh	sicheki
NEG+1s+PAST+kucheka	I did not laugh	sikucheka
NEG+1s+FUT+kucheka	I will not laugh	sitacheka
NEG+1s+PERF+kucheka	I have not laughed	sijacheka
1p+PRES+kucheka	we laugh	tunacheka
1p+PAST+kucheka	we laughed	tulicheka
1p+FUT+kucheka	we will laugh	tutacheka
1p+PERF+kucheka	we have laughed	tumecheka
NEG+1p+PRES+kucheka	we do not laugh	hatucheki
NEG+1p+PAST+kucheka	we did not laugh	hatukucheka
NEG+1p+FUT+kucheka	we will not laugh	hatutacheka
NEG+1p+PERF+kucheka	we have not laughed	hatujacheka
2s+PRES+kucheka	you laugh	unacheka
2s+PAST+kucheka	you laughed	ulicheka
2s+FUT+kucheka	you will laugh	utacheka
2s+PERF+kucheka	you have laughed	umecheka
NEG+2s+PRES+kucheka	you do not laugh	hucheki
NEG+2s+PAST+kucheka	you did not laugh	hukucheka
NEG+2s+FUT+kucheka	you will not laugh	hutacheka
NEG+2s+PERF+kucheka	you have not laughed	hujacheka
2p+PRES+kucheka	you laugh	mnacheka
2p+PAST+kucheka	you laughed	mlicheka
2p+FUT+kucheka	you will laugh	mtacheka
2p+PERF+kucheka	you have laughed	mmecheka
NEG+2p+PRES+kucheka	you do not laugh	hamcheki
NEG+2p+PAST+kucheka	you did not laugh	hamkucheka
NEG+2p+FUT+kucheka	you will not laugh	hamtacheka
NEG+2p+PERF+kucheka	you have not laughed	hamjacheka
3s+PRES+kucheka	(s)he laughs	anacheka
3s+PAST+kucheka	(s)he laughed	alicheka
3s+FUT+kucheka	(s)he will laugh	atacheka
3s+PERF+kucheka	(s)he has laughed	amecheka
NEG+3s+PRES+kucheka	(s)he does not laugh	hacheki
NEG+3s+PAST+kucheka	(s)he did not laugh	hakucheka
NEG+3s+FUT+kucheka	(s)he will not laugh	hatacheka
NEG+3s+PERF+kucheka	(s)he has not laughed	hajacheka
3p+PRES+kucheka	they laugh	wanacheka
3p+PAST+kucheka	they laughed	walicheka
3p+FUT+kucheka	they will laugh	watacheka
3p+PERF+kucheka	they have laughed	wamecheka
NEG+3p+PRES+kucheka	they do not laugh	hawacheki
NEG+3p+PAST+kucheka	they did not laugh	hawakucheka
NEG+3p+FUT+kucheka	they will not laugh	hawatacheka
NEG+3p+PERF+kucheka	they have not laughed	hawajacheka
2s+IMP+kucheka	laugh	cheka
2p+IMP+kucheka	laugh	chekeni
1s+PRES+kuchelewa	I am late	ninachelewa
1s+PAST+kuchelewa	I was late	nilichelewa
1s+FUT+kuchelewa	I will be late	nitachelewa
1s+PERF+kuchelewa	I have been late	nimechelewa
NEG+1s+PRES+kuchelewa	I am not late	sichelewi
NEG+1s+PAST+kuchelewa	I was not late	sikuchelewa
NEG+1s+FUT+kuchelewa	I will not be late	sitachelewa
NEG+1s+PERF+kuchelewa	I have not been late	sijachelewa
1p+PRES+kuchelewa	we are late	tunachelewa
1p+PAST+kuchelewa	we were late	tulichelewa
1p+FUT+kuchelewa	we will be late	tutachelewa
1p+PERF+kuchelewa	we have been late	tumechelewa
NEG+1p+PRES+kuchelewa	we are not late	hatuchelewi
NEG+1p+PAST+kuchelewa	we were not late	hatukuchelewa
NEG+1p+FUT+kuchelewa	we will not be late	hatutachelewa
NEG+1p+PERF+kuchelewa	we have not been late	hatujachelewa
2s+PRES+kuchelewa	you are late	unachelewa
2s+PAST+kuchelewa	you were late	ulichelewa
2s+FUT+kuchelewa	you will be late	utachelewa
2s+PERF+kuchelewa	you have been late	umechelewa
NEG+2s+PRES+kuchelewa	you are not late	huchelewi
NEG+2s+PAST+kuchelewa	you were not late	hukuchelewa
NEG+2s+FUT+kuchelewa	you will not be late	hutachelewa
NEG+2s+PERF+kuchelewa	you have not been late	hujachelewa
2p+PRES+kuchelewa	you are late	mnachelewa
2p+PAST+kuchelewa	you were late	mlichelewa
2p+FUT+kuchelewa	you will be late	mtachelewa
2p+PERF+kuchelewa	you have been late	mmechelewa
NEG+2p+PRES+kuchelewa	you are not late	hamchelewi
NEG+2p+PAST+kuchelewa	you were not late	hamkuchelewa
NEG+2p+FUT+kuchelewa	you will not be late	hamtachelewa
NEG+2p+PERF+kuchelewa	you have not been late	hamjachelewa
3s+PRES+kuchelewa	(s)he is late	anachelewa
3s+PAST+kuchelewa	(s)he was late	alichelewa
3s+FUT+kuchelewa	(s)he will be late	atachelewa
3s+PERF+kuchelewa	(s)he has been late	amechelewa
NEG+3s+PRES+kuchelewa	(s)he is not late	hachelewi
NEG+3s+PAST+kuchelewa	(s)he was not late	hakuchelewa
NEG+3s+FUT+kuchelewa	(s)he will not be late	hatachelewa
NEG+3s+PERF+kuchelewa	(s)he has not been late	hajachelewa
3p+PRES+kuchelewa	they are late	wanachelewa
3p+PAST+kuchelewa	they were late	walichelewa
3p+FUT+kuchelewa	they will be late	watachelewa
3p+PERF+kuchelewa	they have been late	wamechelewa
NEG+3p+PRES+kuchelewa	they are not late	hawachelewi
NEG+3p+PAST+kuchelewa	they were not late	hawakuchelewa
NEG+3p+FUT+kuchelewa	they will not be late	hawatachelewa
NEG+3p+PERF+kuchelewa	they have not been late	hawajachelewa
2s+IMP+kuchelewa	be late	chelewa
2p+IMP+kuchelewa	be late	cheleweni
1s+PRES+kuchemsha	I boil	ninachemsha
1s+PAST+kuchemsha	I boiled	nilichemsha
1s+FUT+kuchemsha	I will boil	nitachemsha
1s+PERF+kuchemsha	I have boiled	nimechemsha
NEG+1s+PRES+kuchemsha	I do not boil	sichemshi
NEG+1s+PAST+kuchemsha	I did not boil	sikuchemsha
NEG+1s+FUT+kuchemsha	I will not boil	sitachemsha
NEG+1s+PERF+kuchemsha	I have not boiled	sijachemsha
1p+PRES+kuchemsha	we boil	tunachemsha
1p+PAST+kuchemsha	we boiled	tulichemsha
1p+FUT+kuchemsha	we will boil	tutachemsha
1p+PERF+kuchemsha	we have boiled	tumechemsha
NEG+1p+PRES+kuchemsha	we do not boil	hatuchemshi
NEG+1p+PAST+kuchemsha	we did not boil	hatukuchemsha
NEG+1p+FUT+kuchemsha	we will not boil	hatutachemsha
NEG+1p+PERF+kuchemsha	we have not boiled	hatujachemsha
2s+PRES+kuchemsha	you boil	unachemsha
2s+PAST+kuchemsha	you boiled	ulichemsha
2s+FUT+kuchemsha	you will boil	utachemsha
2s+PERF+kuchemsha	you have boiled	umechemsha
NEG+2s+PRES+kuchemsha	you do not boil	huchemshi
NEG+2s+PAST+kuchemsha	you did not boil	hukuchemsha
NEG+2s+FUT+kuchemsha	you will not boil	hutachemsha
NEG+2s+PERF+kuchemsha	you have not boiled	hujachemsha
2p+PRES+kuchemsha	you boil	mnachemsha
2p+PAST+kuchemsha	you boiled	mlichemsha
2p+FUT+kuchemsha	you will boil	mtachemsha
2p+PERF+kuchemsha	you have boiled	mmechemsha
NEG+2p+PRES+kuchemsha	you do not boil	hamchemshi
NEG+2p+PAST+kuchemsha	you did not boil	hamkuchemsha
NEG+2p+FUT+kuchemsha	you will not boil	hamtachemsha
NEG+2p+PERF+kuchemsha	you have not boiled	hamjachemsha
3s+PRES+kuchemsha	(s)he boils	anachemsha
3s+PAST+kuchemsha	(s)he boiled	alichemsha
3s+FUT+kuchemsha	(s)he will boil	atachemsha
3s+PERF+kuchemsha	(s)he has boiled	amechemsha
NEG+3s+PRES+kuchemsha	(s)he does not boil	hachemshi
NEG+3s+PAST+kuchemsha	(s)he did not boil	hakuchemsha
NEG+3s+FUT+kuchemsha	(s)he will not boil	hatachemsha
NEG+3s+PERF+kuchemsha	(s)he has not boiled	hajachemsha
3p+PRES+kuchemsha	they boil	wanachemsha
3p+PAST+kuchemsha	they boiled	walichemsha
3p+FUT+kuchemsha	they will boil	watachemsha
3p+PERF+kuchemsha	they have boiled	wamechemsha
NEG+3p+PRES+kuchemsha	they do not boil	hawachemshi
NEG+3p+PAST+kuchemsha	they did not boil	hawakuchemsha
NEG+3p+FUT+kuchemsha	they will not boil	hawatachemsha
NEG+3p+PERF+kuchemsha	they have not boiled	hawajachemsha
2s+IMP+kuchemsha	boil	chemsha
2p+IMP+kuchemsha	boil	chemsheni
1s+PRES+kucheza	I play	ninacheza
1s+PAST+kucheza	I played	nilicheza
1s+FUT+kucheza	I will play	nitacheza
1s+PERF+kucheza	I have played	nimecheza
NEG+1s+PRES+kucheza	I do not play	sichezi
NEG+1s+PAST+kucheza	I did not play	sikucheza
NEG+1s+FUT+kucheza	I will not play	sitacheza
NEG+1s+PERF+kucheza	I have not played	sijacheza
1p+PRES+kucheza	we play	tunacheza
1p+PAST+kucheza	we played	tulicheza
1p+FUT+kucheza	we will play	tutacheza
1p+PERF+kucheza	we have played	tumecheza
NEG+1p+PRES+kucheza	we do not play	hatuchezi
NEG+1p+PAST+kucheza	we did not play	hatukucheza
NEG+1p+FUT+kucheza	we will not play	hatutacheza
NEG+1p+PERF+kucheza	we have not played	hatujacheza
2s+PRES+kucheza	you play	unacheza
2s+PAST+kucheza	you played	ulicheza
2s+FUT+kucheza	you will play	utacheza
2s+PERF+kucheza	you have played	umecheza
NEG+2s+PRES+kucheza	you do not play	huchezi
NEG+2s+PAST+kucheza	you did not play	hukucheza
NEG+2s+FUT+kucheza	you will not play	hutacheza
NEG+2s+PERF+kucheza	you have not played	hujacheza
2p+PRES+kucheza	you play	mnacheza
2p+PAST+kucheza	you played	mlicheza
2p+FUT+kucheza	you will play	mtacheza
2p+PERF+kucheza	you have played	mmecheza
NEG+2p+PRES+kucheza	you do not play	hamchezi
NEG+2p+PAST+kucheza	you did not play	hamkucheza
NEG+2p+FUT+kucheza	you will not play	hamtacheza
NEG+2p+PERF+kucheza	you have not played	hamjacheza
3s+PRES+kucheza	(s)he play	anacheza
3s+PAST+kucheza	(s)he played	alicheza
3s+FUT+kucheza	(s)he will play	atacheza
3s+PERF+kucheza	(s)he has played	amecheza
NEG+3s+PRES+kucheza	(s)he does not play	hachezi
NEG+3s+PAST+kucheza	(s)he did not play	hakucheza
NEG+3s+FUT+kucheza	(s)he will not play	hatacheza
NEG+3s+PERF+kucheza	(s)he has not played	hajacheza
3p+PRES+kucheza	they play	wanacheza
3p+PAST+kucheza	they played	walicheza
3p+FUT+kucheza	they will play	watacheza
3p+PERF+kucheza	they have played	wamecheza
NEG+3p+PRES+kucheza	they do not play	hawachezi
NEG+3p+PAST+kucheza	they did not play	hawakucheza
NEG+3p+FUT+kucheza	they will not play	hawatacheza
NEG+3p+PERF+kucheza	they have not played	hawajacheza
2s+IMP+kucheza	play	cheza
2p+IMP+kucheza	play	chezeni
1s+PRES+kuchoka	I tire	ninachoka
1s+PAST+kuchoka	I tired	nilichoka
1s+FUT+kuchoka	I will tire	nitachoka
1s+PERF+kuchoka	I have tired	nimechoka
NEG+1s+PRES+kuchoka	I do not tire	sichoki
NEG+1s+PAST+kuchoka	I did not tire	sikuchoka
NEG+1s+FUT+kuchoka	I will not tire	sitachoka
NEG+1s+PERF+kuchoka	I have not tired	sijachoka
1p+PRES+kuchoka	we tire	tunachoka
1p+PAST+kuchoka	we tired	tulichoka
